"SYMBOL","ENSEMBL","ENTREZID"
"SPNS1","ENSG00000169682","83985"
"KCNE2","ENSG00000159197","9992"
"NAT8L","ENSG00000185818","339983"
"GLA","ENSG00000102393","2717"
"PLCD4","ENSG00000115556","84812"
"FABP7","ENSG00000164434","2173"
"GDPD3","ENSG00000102886","79153"
"KCTD19","ENSG00000168676","146212"
"ALOX15","ENSG00000161905","246"
"BTD","ENSG00000169814","686"
"MICAL1","ENSG00000135596","64780"
"FUT11","ENSG00000196968","170384"
"SLC18A3","ENSG00000187714","6572"
"NAGPA","ENSG00000103174","51172"
"GLB1L2","ENSG00000149328","89944"
"SRXN1","ENSG00000271303","140809"
"GABRA2","ENSG00000151834","2555"
"ISCA1","ENSG00000135070","81689"
"SGPP2","ENSG00000163082","130367"
"C1QTNF3","ENSG00000082196","114899"
"NMRK1","ENSG00000106733","54981"
"SLCO1B3","ENSG00000111700","28234"
"SLC9A9","ENSG00000181804","285195"
"NPC1L1","ENSG00000015520","29881"
"ALDOC","ENSG00000109107","230"
"HSD17B10","ENSG00000072506","3028"
"GLRA1","ENSG00000145888","2741"
"MGLL","ENSG00000074416","11343"
"LIPJ","ENSG00000204022","142910"
"ARSH","ENSG00000205667","347527"
"BSCL2","ENSG00000168000","26580"
"GRIK5","ENSG00000105737","2901"
"FOXRED2","ENSG00000100350","80020"
"ACOX3","ENSG00000087008","8310"
"SLC39A6","ENSG00000141424","25800"
"GABRB2","ENSG00000145864","2561"
"CATSPER3","ENSG00000152705","347732"
"NAT8","ENSG00000144035","9027"
"ACYP1","ENSG00000119640","97"
"OGFOD2","ENSG00000111325","79676"
"FABP3","ENSG00000121769","2170"
"SCNN1D","ENSG00000162572","6339"
"LTC4S","ENSG00000213316","4056"
"LTC4S","ENSG00000283887","4056"
"DSE","ENSG00000111817","29940"
"ABCA4","ENSG00000198691","24"
"GATM","ENSG00000171766","2628"
"ACAA2","ENSG00000167315","10449"
"KCTD10","ENSG00000110906","83892"
"KCNB1","ENSG00000158445","3745"
"MVK","ENSG00000110921","4598"
"PIGW","ENSG00000277161","284098"
"PIGW","ENSG00000275600","284098"
"SLC30A7","ENSG00000162695","148867"
"NAAA","ENSG00000138744","27163"
"HADHA","ENSG00000084754","3030"
"SOAT2","ENSG00000167780","8435"
"CYBB","ENSG00000165168","1536"
"HGD","ENSG00000113924","3081"
"PHYKPL","ENSG00000175309","85007"
"TALDO1","ENSG00000177156","6888"
"C3","ENSG00000125730","718"
"SLC25A13","ENSG00000004864","10165"
"TPI1","ENSG00000111669","7167"
"CACNA1F","ENSG00000102001","778"
"B4GALT2","ENSG00000117411","8704"
"UQCRC2","ENSG00000140740","7385"
"SULT2B1","ENSG00000088002","6820"
"FITM1","ENSG00000139914","161247"
"FITM1","ENSG00000285321","161247"
"APEH","ENSG00000164062","327"
"TRPC7","ENSG00000069018","57113"
"PIP5K1C","ENSG00000186111","23396"
"ATP2C2","ENSG00000064270","9914"
"NT5DC1","ENSG00000178425","221294"
"FADS2","ENSG00000134824","9415"
"SLC22A11","ENSG00000168065","55867"
"ALDH2","ENSG00000111275","217"
"ADIPOR2","ENSG00000006831","79602"
"ADIPOR2","ENSG00000285070","79602"
"ABCD1","ENSG00000101986","215"
"NDST4","ENSG00000138653","64579"
"NUDT15","ENSG00000136159","55270"
"KDM1B","ENSG00000165097","221656"
"INPP5J","ENSG00000185133","27124"
"EGLN3","ENSG00000129521","112399"
"ATP1B2","ENSG00000129244","482"
"GLTP","ENSG00000139433","51228"
"EBP","ENSG00000147155","10682"
"FUT7","ENSG00000180549","2529"
"AGL","ENSG00000162688","178"
"GALK2","ENSG00000156958","2585"
"SLC35D2","ENSG00000130958","11046"
"SLC35D2","ENSG00000285269","11046"
"SFXN3","ENSG00000107819","81855"
"SIRT3","ENSG00000142082","23410"
"CDS1","ENSG00000163624","1040"
"MDH2","ENSG00000146701","4191"
"ABCC12","ENSG00000140798","94160"
"GALNT8","ENSG00000130035","26290"
"SLC17A8","ENSG00000179520","246213"
"PFKFB2","ENSG00000123836","5208"
"PLCXD3","ENSG00000182836","345557"
"AMY2B","ENSG00000240038","280"
"AQP1","ENSG00000240583","358"
"PLIN3","ENSG00000105355","10226"
"SLC6A14","ENSG00000268104","11254"
"GPX5","ENSG00000224586","2880"
"GPX5","ENSG00000257770","2880"
"CA5B","ENSG00000169239","11238"
"PDE7A","ENSG00000205268","5150"
"CPT2","ENSG00000157184","1376"
"MCOLN2","ENSG00000153898","255231"
"GSTM5","ENSG00000134201","2949"
"SVOP","ENSG00000166111","55530"
"PIK3C2B","ENSG00000133056","5287"
"CYP2A6","ENSG00000255974","1548"
"PLA2G4F","ENSG00000168907","255189"
"AQP12B","ENSG00000185176","653437"
"GRID1","ENSG00000182771","2894"
"PIK3CB","ENSG00000051382","5291"
"ABCB10","ENSG00000135776","23456"
"SLC44A5","ENSG00000137968","204962"
"SLC16A6","ENSG00000108932","9120"
"FABP12","ENSG00000197416","646486"
"ACO1","ENSG00000122729","48"
"SLC4A7","ENSG00000033867","9497"
"FMO5","ENSG00000131781","2330"
"NDOR1","ENSG00000188566","27158"
"LIPN","ENSG00000204020","643418"
"ABCA8","ENSG00000141338","10351"
"FAR2","ENSG00000064763","55711"
"KCNMB3","ENSG00000171121","27094"
"COX10","ENSG00000006695","1352"
"PTGES2","ENSG00000148334","80142"
"PIGN","ENSG00000197563","23556"
"SCN4B","ENSG00000177098","6330"
"PLD1","ENSG00000075651","5337"
"ADH1C","ENSG00000248144","126"
"GAMT","ENSG00000130005","2593"
"PLA2G1B","ENSG00000170890","5319"
"GGTLC1","ENSG00000149435","92086"
"CHRNB1","ENSG00000170175","1140"
"CHRNB1","ENSG00000283946","1140"
"AOC2","ENSG00000131480","314"
"ADH1A","ENSG00000187758","124"
"GSTA5","ENSG00000182793","221357"
"PIGK","ENSG00000142892","10026"
"HSD17B1","ENSG00000108786","3292"
"PHOSPHO2","ENSG00000144362","493911"
"SLC19A3","ENSG00000135917","80704"
"P2RX1","ENSG00000108405","5023"
"MANBAL","ENSG00000101363","63905"
"ADIPOR1","ENSG00000159346","51094"
"CYP4F22","ENSG00000171954","126410"
"SLC30A3","ENSG00000115194","7781"
"CHIT1","ENSG00000133063","1118"
"DLD","ENSG00000091140","1738"
"PDE8B","ENSG00000113231","8622"
"PDE8B","ENSG00000284762","8622"
"OAS1","ENSG00000089127","4938"
"CHRNA5","ENSG00000169684","1138"
"FHIT","ENSG00000189283","2272"
"LYZL6","ENSG00000275722","57151"
"LYZL6","ENSG00000277042","57151"
"CYP3A4","ENSG00000160868","1576"
"MCOLN1","ENSG00000090674","57192"
"B4GALT4","ENSG00000121578","8702"
"PHOSPHO1","ENSG00000173868","162466"
"SLC12A7","ENSG00000113504","10723"
"SLC12A7","ENSG00000276482","10723"
"RHAG","ENSG00000112077","6005"
"HMOX2","ENSG00000103415","3163"
"HMOX2","ENSG00000277424","3163"
"PIKFYVE","ENSG00000115020","200576"
"TAT","ENSG00000198650","6898"
"SLC34A2","ENSG00000157765","10568"
"CNDP2","ENSG00000133313","55748"
"SLC27A1","ENSG00000130304","376497"
"ATP6V1G1","ENSG00000136888","9550"
"FMO2","ENSG00000094963","2327"
"SLC23A2","ENSG00000089057","9962"
"LRAT","ENSG00000121207","9227"
"SULT6B1","ENSG00000138068","391365"
"NDUFS4","ENSG00000164258","4724"
"KCNJ15","ENSG00000157551","3772"
"GSTA1","ENSG00000243955","2938"
"AGPAT5","ENSG00000155189","55326"
"AGPAT5","ENSG00000284980","55326"
"AMACR","ENSG00000242110","23600"
"SLC7A3","ENSG00000165349","84889"
"COX8A","ENSG00000176340","1351"
"NIPA1","ENSG00000170113","123606"
"NIPA1","ENSG00000288478","123606"
"MPST","ENSG00000128309","4357"
"CYP7B1","ENSG00000172817","9420"
"RHCG","ENSG00000140519","51458"
"GSTO1","ENSG00000148834","9446"
"MGST1","ENSG00000008394","4257"
"DLAT","ENSG00000150768","1737"
"GCLM","ENSG00000023909","2730"
"B4GALT6","ENSG00000118276","9331"
"P2RX6","ENSG00000099957","9127"
"SLC27A5","ENSG00000083807","10998"
"CYP4A22","ENSG00000162365","284541"
"SLC17A5","ENSG00000119899","26503"
"ETFA","ENSG00000140374","2108"
"HK1","ENSG00000156515","3098"
"ABCC3","ENSG00000108846","8714"
"ETNK2","ENSG00000143845","55224"
"PYGL","ENSG00000100504","5836"
"PLA2G2D","ENSG00000117215","26279"
"PON3","ENSG00000105852","5446"
"MTHFD2","ENSG00000065911","10797"
"CAT","ENSG00000121691","847"
"OSBPL8","ENSG00000091039","114882"
"ALG1","ENSG00000033011","56052"
"AKR1A1","ENSG00000117448","10327"
"ENTPD7","ENSG00000198018","57089"
"PCK2","ENSG00000100889","5106"
"PCK2","ENSG00000285241","5106"
"SGSH","ENSG00000181523","6448"
"PPARG","ENSG00000132170","5468"
"MGAT4C","ENSG00000182050","25834"
"MGAT4C","ENSG00000283530","25834"
"MGAT4C","ENSG00000285137","25834"
"UPB1","ENSG00000100024","51733"
"GPX3","ENSG00000211445","2878"
"SLC1A3","ENSG00000079215","6507"
"KCNA3","ENSG00000177272","3738"
"BCO2","ENSG00000197580","83875"
"SLC26A2","ENSG00000155850","1836"
"ADPGK","ENSG00000159322","83440"
"CHRNA3","ENSG00000080644","1136"
"MSRB2","ENSG00000148450","22921"
"AHCYL2","ENSG00000158467","23382"
"GLYAT","ENSG00000149124","10249"
"B3GNT7","ENSG00000156966","93010"
"SLC16A10","ENSG00000112394","117247"
"IDH1","ENSG00000138413","3417"
"ACE","ENSG00000159640","1636"
"LPIN3","ENSG00000132793","64900"
"SRR","ENSG00000167720","63826"
"NPR1","ENSG00000169418","4881"
"MBOAT1","ENSG00000172197","154141"
"IDS","ENSG00000010404","3423"
"MTHFD1","ENSG00000100714","4522"
"ALOX5AP","ENSG00000132965","241"
"BHMT2","ENSG00000132840","23743"
"PLB1","ENSG00000163803","151056"
"ASPH","ENSG00000198363","444"
"FOLR2","ENSG00000165457","2350"
"GRXCR2","ENSG00000204928","643226"
"KCNS3","ENSG00000170745","3790"
"B4GALT7","ENSG00000027847","11285"
"LIPG","ENSG00000101670","9388"
"GSTO2","ENSG00000065621","119391"
"AQP5","ENSG00000161798","362"
"CYP2F1","ENSG00000197446","1572"
"KCNN2","ENSG00000080709","3781"
"GABRE","ENSG00000102287","2564"
"PCYOX1","ENSG00000116005","51449"
"SLC1A2","ENSG00000110436","6506"
"UGT2B4","ENSG00000156096","7363"
"PLOD2","ENSG00000152952","5352"
"SLC6A11","ENSG00000132164","6538"
"GRIN2B","ENSG00000273079","2904"
"CA3","ENSG00000164879","761"
"KCNJ11","ENSG00000187486","3767"
"PLA2G12B","ENSG00000138308","84647"
"GAA","ENSG00000171298","2548"
"APOB","ENSG00000084674","338"
"CERS3","ENSG00000154227","204219"
"B3GNT8","ENSG00000177191","374907"
"ADCY4","ENSG00000129467","196883"
"ADCY4","ENSG00000284814","196883"
"SLC12A3","ENSG00000070915","6559"
"TGDS","ENSG00000088451","23483"
"DHRS7","ENSG00000100612","51635"
"SLC12A4","ENSG00000124067","6560"
"C1GALT1","ENSG00000106392","56913"
"MAN2A2","ENSG00000196547","4122"
"MGST2","ENSG00000085871","4258"
"MTHFD2L","ENSG00000163738","441024"
"NPC1","ENSG00000141458","4864"
"SLC4A9","ENSG00000113073","83697"
"SMPD2","ENSG00000135587","6610"
"NDUFA4L2","ENSG00000185633","56901"
"ELOVL3","ENSG00000119915","83401"
"UGT1A9","ENSG00000241119","54600"
"HCN2","ENSG00000099822","610"
"VDAC1","ENSG00000213585","7416"
"GLT1D1","ENSG00000151948","144423"
"CYP4F11","ENSG00000171903","57834"
"EXT1","ENSG00000182197","2131"
"ATP2C1","ENSG00000017260","27032"
"INPP5E","ENSG00000148384","56623"
"BST1","ENSG00000109743","683"
"CES3","ENSG00000172828","23491"
"SLC9A8","ENSG00000197818","23315"
"ABCB6","ENSG00000115657","10058"
"CYCS","ENSG00000172115","54205"
"GSTM4","ENSG00000168765","2948"
"PDK4","ENSG00000004799","5166"
"B3GAT1","ENSG00000109956","27087"
"LIPK","ENSG00000204021","643414"
"HS6ST1","ENSG00000136720","9394"
"AGXT2","ENSG00000113492","64902"
"NKX2-3","ENSG00000119919","159296"
"SLCO1C1","ENSG00000139155","53919"
"MFSD3","ENSG00000167700","113655"
"ASIC4","ENSG00000072182","55515"
"NAGA","ENSG00000198951","4668"
"OAS2","ENSG00000111335","4939"
"ASIC3","ENSG00000213199","9311"
"KCNQ3","ENSG00000184156","3786"
"GSTT2","ENSG00000099984","2953"
"GSTT2","ENSG00000277897","2953"
"FPGT","ENSG00000254685","8790"
"SLC45A1","ENSG00000162426","50651"
"CATSPERB","ENSG00000133962","79820"
"CATSPERB","ENSG00000274338","79820"
"ADAL","ENSG00000168803","161823"
"CHST13","ENSG00000180767","166012"
"SLC6A8","ENSG00000130821","6535"
"KCND2","ENSG00000184408","3751"
"CYP4F8","ENSG00000186526","11283"
"PTGIS","ENSG00000124212","5740"
"HTR3A","ENSG00000166736","3359"
"CYP17A1","ENSG00000148795","1586"
"ITPK1","ENSG00000100605","3705"
"ITPK1","ENSG00000274958","3705"
"HSD17B4","ENSG00000133835","3295"
"NFKB1","ENSG00000109320","4790"
"OASL","ENSG00000135114","8638"
"PDE5A","ENSG00000138735","8654"
"RFK","ENSG00000135002","55312"
"SGMS2","ENSG00000164023","166929"
"ALDH3B1","ENSG00000006534","221"
"SLC1A1","ENSG00000106688","6505"
"KCNT1","ENSG00000107147","57582"
"ITPR2","ENSG00000123104","3709"
"PLCH2","ENSG00000149527","9651"
"PLCH2","ENSG00000276429","9651"
"SLC10A3","ENSG00000126903","8273"
"D2HGDH","ENSG00000180902","728294"
"IDH3G","ENSG00000067829","3421"
"KCNQ5","ENSG00000185760","56479"
"MFSD5","ENSG00000182544","84975"
"TRPM1","ENSG00000134160","4308"
"TRPM1","ENSG00000274965","4308"
"PIGM","ENSG00000143315","93183"
"TXNDC12","ENSG00000117862","51060"
"ACOT13","ENSG00000112304","55856"
"COLGALT2","ENSG00000198756","23127"
"ABCA13","ENSG00000179869","154664"
"ABCC9","ENSG00000069431","10060"
"FITM2","ENSG00000197296","128486"
"SLC12A6","ENSG00000140199","9990"
"PIGO","ENSG00000165282","84720"
"MIOX","ENSG00000100253","55586"
"CACNG8","ENSG00000142408","59283"
"CYP27C1","ENSG00000186684","339761"
"GALNT2","ENSG00000143641","2590"
"DSEL","ENSG00000171451","92126"
"DSEL","ENSG00000262102","92126"
"NDUFS2","ENSG00000158864","4720"
"UGT2A3","ENSG00000135220","79799"
"UGT2A3","ENSG00000278216","79799"
"SLC16A4","ENSG00000168679","9122"
"GALNTL6","ENSG00000174473","442117"
"GPD1L","ENSG00000152642","23171"
"DHRS13","ENSG00000167536","147015"
"DIO1","ENSG00000211452","1733"
"MMAB","ENSG00000139428","326625"
"CFTR","ENSG00000001626","1080"
"PYGB","ENSG00000100994","5834"
"KCTD6","ENSG00000168301","200845"
"MOGAT2","ENSG00000166391","80168"
"AK5","ENSG00000154027","26289"
"SLC25A14","ENSG00000102078","9016"
"CMPK1","ENSG00000162368","51727"
"ATP8B2","ENSG00000143515","57198"
"SLC6A5","ENSG00000165970","9152"
"STARD10","ENSG00000214530","10809"
"SCN7A","ENSG00000136546","6332"
"CHRNA1","ENSG00000138435","1134"
"AFMID","ENSG00000183077","125061"
"SLC36A3","ENSG00000186334","285641"
"APOC4","ENSG00000267467","346"
"PFKFB3","ENSG00000170525","5209"
"PLCB1","ENSG00000182621","23236"
"DEGS2","ENSG00000168350","123099"
"HSD17B13","ENSG00000170509","345275"
"SLC23A1","ENSG00000170482","9963"
"CYP2J2","ENSG00000134716","1573"
"CCDC102B","ENSG00000150636","79839"
"GAPDHS","ENSG00000105679","26330"
"SLC25A38","ENSG00000144659","54977"
"ABCC4","ENSG00000125257","10257"
"SLC39A1","ENSG00000143570","27173"
"MAN2B2","ENSG00000013288","23324"
"ACSM2B","ENSG00000066813","348158"
"SLC28A3","ENSG00000197506","64078"
"MANBA","ENSG00000109323","4126"
"ARG1","ENSG00000118520","383"
"KCNB2","ENSG00000182674","9312"
"CETP","ENSG00000087237","1071"
"ATP1B3","ENSG00000069849","483"
"CHPF2","ENSG00000033100","54480"
"SLC6A2","ENSG00000103546","6530"
"GLUD2","ENSG00000182890","2747"
"GLUD2","ENSG00000288118","2747"
"PIK3CA","ENSG00000121879","5290"
"PRDX4","ENSG00000123131","10549"
"PFKM","ENSG00000152556","5213"
"ODC1","ENSG00000115758","4953"
"GALNT13","ENSG00000144278","114805"
"PDSS1","ENSG00000148459","23590"
"PGM5","ENSG00000154330","5239"
"PDE9A","ENSG00000160191","5152"
"ACBD3","ENSG00000182827","64746"
"PDE2A","ENSG00000186642","5138"
"EGLN2","ENSG00000269858","112398"
"GUCY2F","ENSG00000101890","2986"
"SIAE","ENSG00000110013","54414"
"SLC6A15","ENSG00000072041","55117"
"NOX4","ENSG00000086991","50507"
"ST3GAL4","ENSG00000110080","6484"
"ABCC8","ENSG00000006071","6833"
"DAO","ENSG00000110887","1610"
"FA2H","ENSG00000103089","79152"
"SLC25A46","ENSG00000164209","91137"
"SUMF1","ENSG00000144455","285362"
"CSGALNACT2","ENSG00000169826","55454"
"SLC25A35","ENSG00000125434","399512"
"AK8","ENSG00000165695","158067"
"AWAT2","ENSG00000147160","158835"
"ST6GALNAC6","ENSG00000160408","30815"
"ST6GALNAC6","ENSG00000257524","30815"
"CYP2A13","ENSG00000197838","1553"
"THEM4","ENSG00000159445","117145"
"PLCB4","ENSG00000101333","5332"
"EXT2","ENSG00000151348","2132"
"AOX1","ENSG00000138356","316"
"BAAT","ENSG00000136881","570"
"BAAT","ENSG00000276559","570"
"SCD","ENSG00000099194","6319"
"PDXP","ENSG00000241360","57026"
"PLD6","ENSG00000179598","201164"
"SLC5A2","ENSG00000140675","6524"
"NDUFV3","ENSG00000160194","4731"
"SLC22A14","ENSG00000144671","9389"
"SLC16A5","ENSG00000170190","9121"
"FUT2","ENSG00000176920","2524"
"SULT1A2","ENSG00000197165","6799"
"CYP2C19","ENSG00000165841","1557"
"RDH12","ENSG00000139988","145226"
"SSTR4","ENSG00000132671","6754"
"CROT","ENSG00000005469","54677"
"NOX1","ENSG00000007952","27035"
"SLC7A11","ENSG00000151012","23657"
"KCNJ5","ENSG00000120457","3762"
"IPMK","ENSG00000151151","253430"
"GABRA1","ENSG00000022355","2554"
"PPARD","ENSG00000112033","5467"
"ST8SIA4","ENSG00000113532","7903"
"PDK3","ENSG00000067992","5165"
"UGT1A10","ENSG00000242515","54575"
"PIGY","ENSG00000255072","84992"
"GAL3ST4","ENSG00000197093","79690"
"MAT2B","ENSG00000038274","27430"
"RRM2B","ENSG00000048392","50484"
"SLC38A6","ENSG00000139974","145389"
"VDAC2","ENSG00000165637","7417"
"ABCB9","ENSG00000150967","23457"
"CDA","ENSG00000158825","978"
"PLA2G4D","ENSG00000159337","283748"
"TPK1","ENSG00000196511","27010"
"UPP2","ENSG00000007001","151531"
"HTR3D","ENSG00000186090","200909"
"ABCC11","ENSG00000121270","85320"
"NUDT12","ENSG00000112874","83594"
"SLC35E3","ENSG00000175782","55508"
"TMEM104","ENSG00000109066","54868"
"FN3K","ENSG00000167363","64122"
"PIR","ENSG00000087842","8544"
"NME2","ENSG00000243678","4831"
"PXDN","ENSG00000130508","7837"
"ATP8B4","ENSG00000104043","79895"
"UQCR10","ENSG00000184076","29796"
"ALDH3A1","ENSG00000108602","218"
"SDSL","ENSG00000139410","113675"
"MTTP","ENSG00000138823","4547"
"KDM6A","ENSG00000147050","7403"
"COX6A2","ENSG00000156885","1339"
"GSTA4","ENSG00000170899","2941"
"PGAP1","ENSG00000197121","80055"
"GGTLC2","ENSG00000100121","91227"
"SLC4A11","ENSG00000088836","83959"
"ALDH1L2","ENSG00000136010","160428"
"CYP26A1","ENSG00000095596","1592"
"KCNG2","ENSG00000178342","26251"
"ADH1B","ENSG00000196616","125"
"SLC6A18","ENSG00000164363","348932"
"PLA2G5","ENSG00000127472","5322"
"ABHD11","ENSG00000106077","83451"
"GDPD4","ENSG00000178795","220032"
"ACER2","ENSG00000177076","340485"
"ATP7A","ENSG00000165240","538"
"AACS","ENSG00000081760","65985"
"DTYMK","ENSG00000168393","1841"
"B4GALNT1","ENSG00000135454","2583"
"CA12","ENSG00000074410","771"
"ABCA9","ENSG00000154258","10350"
"CYP1B1","ENSG00000138061","1545"
"GPAM","ENSG00000119927","57678"
"COQ9","ENSG00000088682","57017"
"CACNA1D","ENSG00000157388","776"
"CYB561A3","ENSG00000162144","220002"
"ACOT9","ENSG00000123130","23597"
"KCNK18","ENSG00000186795","338567"
"KCNK6","ENSG00000099337","9424"
"SLC22A23","ENSG00000137266","63027"
"NAALADL1","ENSG00000168060","10004"
"BPHL","ENSG00000137274","670"
"SLC12A5","ENSG00000124140","57468"
"ABAT","ENSG00000183044","18"
"CYP4A11","ENSG00000187048","1579"
"GMPPA","ENSG00000144591","29926"
"ACAT1","ENSG00000075239","38"
"UGT1A5","ENSG00000288705","54579"
"SLC17A9","ENSG00000101194","63910"
"DHCR7","ENSG00000172893","1717"
"ETFDH","ENSG00000171503","2110"
"SLC29A3","ENSG00000198246","55315"
"AMT","ENSG00000145020","275"
"ABCC2","ENSG00000023839","1244"
"CPT1C","ENSG00000169169","126129"
"SIRT2","ENSG00000068903","22933"
"SIRT2","ENSG00000283100","22933"
"DBH","ENSG00000123454","1621"
"DPAGT1","ENSG00000172269","1798"
"FOLR1","ENSG00000110195","2348"
"SLCO1A2","ENSG00000084453","6579"
"ST6GALNAC5","ENSG00000117069","81849"
"COX6B2","ENSG00000160471","125965"
"KCNJ8","ENSG00000121361","3764"
"GK5","ENSG00000175066","256356"
"TAP1","ENSG00000168394","6890"
"TAP1","ENSG00000232367","6890"
"TAP1","ENSG00000227816","6890"
"TAP1","ENSG00000226173","6890"
"TAP1","ENSG00000224748","6890"
"TAP1","ENSG00000230705","6890"
"TAP1","ENSG00000224212","6890"
"TAP1","ENSG00000206297","6890"
"CBR4","ENSG00000145439","84869"
"ST3GAL3","ENSG00000126091","6487"
"FAAH","ENSG00000117480","2166"
"PDE8A","ENSG00000073417","5151"
"GALNT3","ENSG00000115339","2591"
"ST3GAL2","ENSG00000157350","6483"
"ATP1A2","ENSG00000018625","477"
"MTHFD1L","ENSG00000120254","25902"
"SOD1","ENSG00000142168","6647"
"SLC30A6","ENSG00000152683","55676"
"KCNT2","ENSG00000162687","343450"
"SLC2A3","ENSG00000059804","6515"
"DHRS3","ENSG00000162496","9249"
"GGT6","ENSG00000167741","124975"
"ATP8B1","ENSG00000081923","5205"
"UGT1A3","ENSG00000288702","54659"
"CA6","ENSG00000131686","765"
"CSAD","ENSG00000139631","51380"
"CHID1","ENSG00000177830","66005"
"SLC25A2","ENSG00000120329","83884"
"ALOX12B","ENSG00000179477","242"
"SLC2A13","ENSG00000151229","114134"
"MAOA","ENSG00000189221","4128"
"ST6GALNAC3","ENSG00000184005","256435"
"CLCA4","ENSG00000016602","22802"
"DPEP3","ENSG00000141096","64180"
"KCNK13","ENSG00000152315","56659"
"PANK1","ENSG00000152782","53354"
"SLC4A1AP","ENSG00000163798","22950"
"CHRNA6","ENSG00000147434","8973"
"ADCY3","ENSG00000138031","109"
"SHMT1","ENSG00000176974","6470"
"SHMT1","ENSG00000284320","6470"
"TRPV1","ENSG00000196689","7442"
"LOX","ENSG00000113083","4015"
"GBA2","ENSG00000070610","57704"
"SLC17A2","ENSG00000112337","10246"
"PNPLA3","ENSG00000100344","80339"
"PGAM4","ENSG00000226784","441531"
"ACOXL","ENSG00000153093","55289"
"SLC19A1","ENSG00000173638","6573"
"THNSL2","ENSG00000144115","55258"
"UROC1","ENSG00000159650","131669"
"KCNK3","ENSG00000171303","3777"
"ACHE","ENSG00000087085","43"
"ST8SIA3","ENSG00000177511","51046"
"GK","ENSG00000198814","2710"
"HCCS","ENSG00000004961","3052"
"ACSM5","ENSG00000183549","54988"
"GM2A","ENSG00000196743","2760"
"CHSY3","ENSG00000198108","337876"
"SLC7A9","ENSG00000021488","11136"
"LIPE","ENSG00000079435","3991"
"ME2","ENSG00000082212","4200"
"SLC10A7","ENSG00000120519","84068"
"HMGCLL1","ENSG00000146151","54511"
"TRPV5","ENSG00000127412","56302"
"TRPV5","ENSG00000274348","56302"
"HEPH","ENSG00000089472","9843"
"TRPV4","ENSG00000111199","59341"
"SLC25A29","ENSG00000197119","123096"
"ACER1","ENSG00000167769","125981"
"ATP11B","ENSG00000058063","23200"
"SLC26A8","ENSG00000112053","116369"
"PTGS1","ENSG00000095303","5742"
"PCYT1B","ENSG00000102230","9468"
"TPH1","ENSG00000129167","7166"
"STARD3","ENSG00000131748","10948"
"PLD4","ENSG00000166428","122618"
"GLOD5","ENSG00000171433","392465"
"PPA1","ENSG00000180817","5464"
"SULT1A3","ENSG00000261052","6818"
"AMY1A","ENSG00000237763","276"
"NUDT10","ENSG00000122824","170685"
"AMY1B","ENSG00000174876","277"
"UGT1A8","ENSG00000242366","54576"
"UGT1A6","ENSG00000167165","54578"
"SLC25A51","ENSG00000122696","92014"
"UGT1A4","ENSG00000244474","54657"
"LYZL1","ENSG00000120563","84569"
"AMY2A","ENSG00000243480","279"
"AMY2A","ENSG00000174876","279"
"TPH2","ENSG00000139287","121278"
"PDE6C","ENSG00000095464","5146"
"DDO","ENSG00000203797","8528"
"CBS","ENSG00000160200","875"
"KCNJ6","ENSG00000157542","3763"
"ALAD","ENSG00000148218","210"
"ABCC1","ENSG00000103222","4363"
"ABCC1","ENSG00000278183","4363"
"ITPKA","ENSG00000137825","3706"
"ELOVL2","ENSG00000197977","54898"
"SLC15A1","ENSG00000088386","6564"
"GGT1","ENSG00000100031","2678"
"LIPT1","ENSG00000144182","51601"
"PGD","ENSG00000142657","5226"
"PIP5K1A","ENSG00000143398","8394"
"ITGAV","ENSG00000138448","3685"
"AGXT","ENSG00000172482","189"
"CEL","ENSG00000170835","1056"
"CATSPER1","ENSG00000175294","117144"
"NFKBIA","ENSG00000100906","4792"
"KCNG4","ENSG00000168418","93107"
"PGM2L1","ENSG00000165434","283209"
"ATP1B4","ENSG00000101892","23439"
"SLC6A20","ENSG00000163817","54716"
"B3GAT2","ENSG00000112309","135152"
"UGT3A1","ENSG00000145626","133688"
"PDE3A","ENSG00000172572","5139"
"NRIP1","ENSG00000180530","8204"
"SV2B","ENSG00000185518","9899"
"PYROXD1","ENSG00000121350","79912"
"ACACB","ENSG00000076555","32"
"IAH1","ENSG00000134330","285148"
"ABHD14A","ENSG00000248487","25864"
"GNPTG","ENSG00000090581","84572"
"RBKS","ENSG00000171174","64080"
"UQCR11","ENSG00000127540","10975"
"CHRNB2","ENSG00000160716","1141"
"KCND1","ENSG00000102057","3750"
"TREH","ENSG00000118094","11181"
"SLC43A1","ENSG00000149150","8501"
"SLC35C2","ENSG00000080189","51006"
"SULF1","ENSG00000137573","23213"
"SLC41A2","ENSG00000136052","84102"
"AQP10","ENSG00000143595","89872"
"BPNT1","ENSG00000162813","10380"
"ALDH16A1","ENSG00000161618","126133"
"RDH13","ENSG00000160439","112724"
"RDH13","ENSG00000276341","112724"
"RDH13","ENSG00000275474","112724"
"RDH13","ENSG00000276826","112724"
"RDH13","ENSG00000274504","112724"
"RDH13","ENSG00000278284","112724"
"RDH13","ENSG00000273944","112724"
"RDH13","ENSG00000276684","112724"
"RDH13","ENSG00000278149","112724"
"RDH13","ENSG00000274418","112724"
"MTHFS","ENSG00000136371","10588"
"ASAH1","ENSG00000104763","427"
"SLCO5A1","ENSG00000137571","81796"
"B4GALNT4","ENSG00000182272","338707"
