"ENSEMBL","efflen"
"ENSG00000252498",94
"ENSG00000200040",113
"ENSG00000251814",275
"ENSG00000252944",105
"ENSG00000200091",330
"ENSG00000200310",122
"ENSG00000207044",107
"ENSG00000222713",304
"ENSG00000222445",331
"ENSG00000207461",105
"ENSG00000207632",83
"ENSG00000201613",107
"ENSG00000201379",141
"ENSG00000202438",117
"ENSG00000265725",79
"ENSG00000251920",123
"ENSG00000251882",104
"ENSG00000199932",164
"ENSG00000206754",73
"ENSG00000283409",95
"ENSG00000266555",82
"ENSG00000222649",95
"ENSG00000207345",107
"ENSG00000221500",76
"ENSG00000207982",97
"ENSG00000200732",105
"ENSG00000200534",130
"ENSG00000206982",102
"ENSG00000238789",64
"ENSG00000200198",315
"ENSG00000199246",107
"ENSG00000222806",135
"ENSG00000222659",190
"ENSG00000201628",141
"ENSG00000238616",104
"ENSG00000201939",126
"ENSG00000222764",272
"ENSG00000238594",103
"ENSG00000221456",83
"ENSG00000240606",250
"ENSG00000266245",84
"ENSG00000212295",75
"ENSG00000223191",106
"ENSG00000276680",238
"ENSG00000223203",103
"ENSG00000202343",135
"ENSG00000207292",113
"ENSG00000220871",280
"ENSG00000217653",755
"ENSG00000199630",96
"ENSG00000218300",335
"ENSG00000219240",1396
"ENSG00000135355",2408
"ENSG00000252891",110
"ENSG00000226455",935
"ENSG00000222078",285
"ENSG00000118412",8147
"ENSG00000285598",3847
"ENSG00000201119",162
"ENSG00000217612",1879
"ENSG00000270638",1649
"ENSG00000270828",263
"ENSG00000288551",1109
"ENSG00000288056",1737
"ENSG00000280184",2704
"ENSG00000118496",9051
"ENSG00000223586",1599
"ENSG00000028839",5039
"ENSG00000288529",129
"ENSG00000118526",3679
"ENSG00000174156",915
"ENSG00000288014",217
"ENSG00000170899",2101
"ENSG00000202198",331
"ENSG00000283293",328
"ENSG00000288614",120
"ENSG00000242865",297
"ENSG00000261745",503
"ENSG00000137270",2780
"ENSG00000253026",104
"ENSG00000219074",440
"ENSG00000217539",1633
"ENSG00000199851",210
"ENSG00000217315",909
"ENSG00000187763",934
"ENSG00000272009",686
"ENSG00000182477",938
"ENSG00000168126",939
"ENSG00000124657",942
"ENSG00000214374",340
"ENSG00000216629",926
"ENSG00000218226",2226
"ENSG00000278571",84
"ENSG00000227598",385
"ENSG00000285730",1002
"ENSG00000265828",106
"ENSG00000284825",1749
"ENSG00000284914",1072
"ENSG00000286674",2058
"ENSG00000216966",267
"ENSG00000231720",579
"ENSG00000228648",205
"ENSG00000112494",2694
"ENSG00000120440",3831
"ENSG00000217447",582
"ENSG00000135312",2568
"ENSG00000219607",4147
"ENSG00000111913",9435
"ENSG00000164465",6819
"ENSG00000118482",20926
"ENSG00000146242",3481
"ENSG00000189241",9089
"ENSG00000112246",9272
"ENSG00000124789",6121
"ENSG00000120436",2734
"ENSG00000145982",4838
"ENSG00000112238",3232
"ENSG00000047579",3046
"ENSG00000008197",2203
"ENSG00000137393",5171
"ENSG00000168994",2161
"ENSG00000009765",10362
"ENSG00000287268",2129
"ENSG00000004809",3907
"ENSG00000241162",308
"ENSG00000260188",1530
"ENSG00000203797",2143
"ENSG00000124535",3898
"ENSG00000021355",3047
"ENSG00000266750",77
"ENSG00000170542",4143
"ENSG00000232999",193
"ENSG00000228365",484
"ENSG00000124570",13201
"ENSG00000244041",2811
"ENSG00000224846",1459
"ENSG00000271361",631
"ENSG00000288612",1376
"ENSG00000274855",106
"ENSG00000232654",417
"ENSG00000217707",377
"ENSG00000229282",1032
"ENSG00000272277",850
"ENSG00000222248",124
"ENSG00000137274",5780
"ENSG00000228170",695
"ENSG00000216819",871
"ENSG00000202050",104
"ENSG00000112293",7221
"ENSG00000112294",7563
"ENSG00000218186",1458
"ENSG00000111802",2977
"ENSG00000112304",4394
"ENSG00000272345",887
"ENSG00000272402",405
"ENSG00000206702",164
"ENSG00000145979",8300
"ENSG00000272379",473
"ENSG00000234015",894
"ENSG00000112425",18282
"ENSG00000112367",28959
"ENSG00000207193",100
"ENSG00000137198",2225
"ENSG00000282024",1667
"ENSG00000272341",2538
"ENSG00000229281",1084
"ENSG00000213886",894
"ENSG00000232173",928
"ENSG00000227609",290
"ENSG00000201330",84
"ENSG00000231301",518
"ENSG00000235238",284
"ENSG00000204655",3175
"ENSG00000233916",423
"ENSG00000204642",4315
"ENSG00000225864",991
"ENSG00000214922",4179
"ENSG00000239257",471
"ENSG00000273340",1157
"ENSG00000227758",225
"ENSG00000199290",102
"ENSG00000235821",420
"ENSG00000272236",243
"ENSG00000285761",1877
"ENSG00000270896",135
"ENSG00000176998",998
"ENSG00000261548",747
"ENSG00000213880",797
"ENSG00000237042",132
"ENSG00000205318",934
"ENSG00000285763",3467
"ENSG00000201048",111
"ENSG00000111845",1523
"ENSG00000111843",1321
"ENSG00000272097",1471
"ENSG00000137210",4815
"ENSG00000272162",1589
"ENSG00000222383",136
"ENSG00000111837",4394
"ENSG00000124827",2541
"ENSG00000235051",666
"ENSG00000204644",2085
"ENSG00000220305",1185
"ENSG00000251988",126
"ENSG00000146457",6413
"ENSG00000285427",1718
"ENSG00000120437",2639
"ENSG00000120438",4883
"ENSG00000207392",132
"ENSG00000206910",140
"ENSG00000112110",1374
"ENSG00000146453",2206
"ENSG00000146223",7811
"ENSG00000221821",557
"ENSG00000288010",1333
"ENSG00000171611",1171
"ENSG00000231113",1490
"ENSG00000181524",421
"ENSG00000124713",1076
"ENSG00000124587",3465
"ENSG00000112640",3787
"ENSG00000124733",3017
"ENSG00000124541",2236
"ENSG00000272223",509
"ENSG00000240625",305
"ENSG00000137171",6417
"ENSG00000112651",2171
"ENSG00000272170",409
"ENSG00000112655",8985
"ENSG00000112658",4231
"ENSG00000112659",12242
"ENSG00000245261",980
"ENSG00000112667",1247
"ENSG00000217483",598
"ENSG00000181514",1184
"ENSG00000285844",4479
"ENSG00000266180",67
"ENSG00000232422",1438
"ENSG00000220515",761
"ENSG00000229154",4661
"ENSG00000234025",623
"ENSG00000243501",1636
"ENSG00000251360",508
"ENSG00000256980",953
"ENSG00000229852",10451
"ENSG00000239626",860
"ENSG00000234882",1316
"ENSG00000223389",614
"ENSG00000226840",1168
"ENSG00000203909",659
"ENSG00000203908",1037
"ENSG00000231332",463
"ENSG00000235174",156
"ENSG00000224221",730
"ENSG00000080007",2724
"ENSG00000250686",673
"ENSG00000112232",2403
"ENSG00000287679",4260
"ENSG00000112599",2270
"ENSG00000048544",2100
"ENSG00000233941",414
"ENSG00000112297",10981
"ENSG00000207499",102
"ENSG00000202386",117
"ENSG00000282408",415
"ENSG00000200314",102
"ENSG00000130347",3185
"ENSG00000200295",104
"ENSG00000130348",5453
"ENSG00000216977",466
"ENSG00000229654",419
"ENSG00000202285",107
"ENSG00000207577",96
"ENSG00000212587",128
"ENSG00000199360",106
"ENSG00000213149",909
"ENSG00000271607",311
"ENSG00000123505",10193
"ENSG00000219329",542
"ENSG00000155115",921
"ENSG00000197498",3922
"ENSG00000218803",654
"ENSG00000200594",104
"ENSG00000218757",547
"ENSG00000264814",77
"ENSG00000238963",131
"ENSG00000274451",319
"ENSG00000235381",3088
"ENSG00000029639",4111
"ENSG00000171217",1209
"ENSG00000232529",554
"ENSG00000074771",1980
"ENSG00000202241",303
"ENSG00000237775",3994
"ENSG00000284370",90
"ENSG00000213780",2330
"ENSG00000288473",6054
"ENSG00000196260",1199
"ENSG00000252761",92
"ENSG00000233529",605
"ENSG00000275906",656
"ENSG00000204544",3793
"ENSG00000222895",100
"ENSG00000204542",1156
"ENSG00000204540",5781
"ENSG00000204539",2555
"ENSG00000204538",868
"ENSG00000238211",187
"ENSG00000204528",593
"ENSG00000272501",2838
"ENSG00000271821",517
"ENSG00000255726",181
"ENSG00000255899",284
"ENSG00000137411",6467
"ENSG00000281832",2065
"ENSG00000216624",2169
"ENSG00000287824",1376
"ENSG00000231297",1035
"ENSG00000276643",72
"ENSG00000201292",104
"ENSG00000280991",221
"ENSG00000233365",1548
"ENSG00000213536",204
"ENSG00000176381",3149
"ENSG00000198818",3089
"ENSG00000233231",904
"ENSG00000261420",1636
"ENSG00000280057",1785
"ENSG00000232082",579
"ENSG00000222958",80
"ENSG00000164458",2603
"ENSG00000124532",5133
"ENSG00000178409",7085
"ENSG00000085377",8917
"ENSG00000213079",5428
"ENSG00000112144",6302
"ENSG00000203760",854
"ENSG00000095981",1974
"ENSG00000164484",5858
"ENSG00000135597",9602
"ENSG00000112584",6029
"ENSG00000096060",10628
"ENSG00000146151",4779
"ENSG00000111863",3947
"ENSG00000262543",1266
"ENSG00000214113",3950
"ENSG00000288638",3457
"ENSG00000239472",281
"ENSG00000215057",1601
"ENSG00000124785",2286
"ENSG00000263572",132
"ENSG00000283616",76
"ENSG00000241216",301
"ENSG00000124491",4554
"ENSG00000288564",1886
"ENSG00000286826",1818
"ENSG00000261039",672
"ENSG00000226445",5767
"ENSG00000233085",746
"ENSG00000224999",866
"ENSG00000276302",557
"ENSG00000273712",271
"ENSG00000270326",193
"ENSG00000216802",748
"ENSG00000225177",2639
"ENSG00000279968",2993
"ENSG00000225415",1053
"ENSG00000220600",509
"ENSG00000024862",1247
"ENSG00000219249",1057
"ENSG00000265558",93
"ENSG00000233893",362
"ENSG00000216471",625
"ENSG00000212333",106
"ENSG00000219284",352
"ENSG00000218187",419
"ENSG00000260212",465
"ENSG00000219699",422
"ENSG00000281248",625
"ENSG00000274493",220
"ENSG00000243955",1262
"ENSG00000223622",582
"ENSG00000182793",892
"ENSG00000230375",669
"ENSG00000096264",1268
"ENSG00000279284",441
"ENSG00000280371",743
"ENSG00000226917",2068
"ENSG00000266494",66
"ENSG00000146039",4641
"ENSG00000124568",2019
"ENSG00000124564",3594
"ENSG00000242387",370
"ENSG00000277410",333
"ENSG00000112343",9418
"ENSG00000272558",354
"ENSG00000272810",517
"ENSG00000224447",223
"ENSG00000124610",756
"ENSG00000275714",508
"ENSG00000278637",402
"ENSG00000286522",511
"ENSG00000278463",527
"ENSG00000276410",487
"ENSG00000234816",369
"ENSG00000287080",486
"ENSG00000187837",731
"ENSG00000187475",724
"ENSG00000168298",787
"ENSG00000283064",1578
"ENSG00000217159",292
"ENSG00000274290",2585
"ENSG00000277157",403
"ENSG00000204516",2798
"ENSG00000201680",102
"ENSG00000256851",233
"ENSG00000219797",498
"ENSG00000225499",580
"ENSG00000204511",710
"ENSG00000198563",7007
"ENSG00000254870",2372
"ENSG00000201785",76
"ENSG00000265236",78
"ENSG00000234006",527
"ENSG00000226979",1737
"ENSG00000227507",1535
"ENSG00000204482",2281
"ENSG00000204475",1233
"ENSG00000230622",274
"ENSG00000204472",1243
"ENSG00000200816",132
"ENSG00000274494",72
"ENSG00000204444",1237
"ENSG00000204439",2481
"ENSG00000227198",673
"ENSG00000204438",3243
"ENSG00000201207",114
"ENSG00000263020",2524
"ENSG00000204427",4059
"ENSG00000266776",63
"ENSG00000204424",1023
"ENSG00000250641",1266
"ENSG00000204421",1004
"ENSG00000204410",6284
"ENSG00000255152",4140
"ENSG00000252743",103
"ENSG00000235663",461
"ENSG00000204396",3672
"ENSG00000201555",89
"ENSG00000207023",105
"ENSG00000271986",288
"ENSG00000223967",136
"ENSG00000213722",2363
"ENSG00000214892",3183
"ENSG00000227939",1203
"ENSG00000231402",1455
"ENSG00000256166",536
"ENSG00000229836",306
"ENSG00000277402",93
"ENSG00000271581",991
"ENSG00000285647",1480
"ENSG00000201658",107
"ENSG00000230994",601
"ENSG00000223702",429
"ENSG00000225851",53
"ENSG00000237107",313
"ENSG00000024048",8874
"ENSG00000206848",107
"ENSG00000112619",3001
"ENSG00000213435",467
"ENSG00000124659",1606
"ENSG00000271765",301
"ENSG00000272189",1894
"ENSG00000234263",810
"ENSG00000212242",113
"ENSG00000112357",3409
"ENSG00000201807",134
"ENSG00000213109",1297
"ENSG00000182747",2343
"ENSG00000207247",102
"ENSG00000230350",288
"ENSG00000225391",1357
"ENSG00000235399",384
"ENSG00000242574",4613
"ENSG00000248993",612
"ENSG00000204257",2520
"ENSG00000223837",338
"ENSG00000263756",577
"ENSG00000181577",5571
"ENSG00000231881",26394
"ENSG00000183239",455
"ENSG00000287562",4799
"ENSG00000180992",957
"ENSG00000137216",4425
"ENSG00000137225",3548
"ENSG00000171453",5505
"ENSG00000137207",3043
"ENSG00000271754",545
"ENSG00000124571",8481
"ENSG00000219470",882
"ENSG00000252218",127
"ENSG00000170734",8368
"ENSG00000203362",990
"ENSG00000172432",4726
"ENSG00000124688",1848
"ENSG00000172426",2642
"ENSG00000218107",803
"ENSG00000236961",348
"ENSG00000272114",188
"ENSG00000283573",480
"ENSG00000283215",2065
"ENSG00000223469",394
"ENSG00000230913",744
"ENSG00000231102",408
"ENSG00000096088",2025
"ENSG00000269387",169
"ENSG00000137218",2858
"ENSG00000124593",4479
"ENSG00000278224",2778
"ENSG00000268745",68
"ENSG00000206977",140
"ENSG00000156508",10063
"ENSG00000204394",5880
"ENSG00000204392",1059
"ENSG00000204390",2762
"ENSG00000204389",2404
"ENSG00000204388",2517
"ENSG00000285565",1338
"ENSG00000204387",1801
"ENSG00000201823",64
"ENSG00000201754",67
"ENSG00000237080",2571
"ENSG00000204366",1963
"ENSG00000204435",3788
"ENSG00000236823",741
"ENSG00000130368",11111
"ENSG00000197081",22613
"ENSG00000268257",4374
"ENSG00000213073",571
"ENSG00000175003",2286
"ENSG00000216516",217
"ENSG00000112561",6722
"ENSG00000112539",2238
"ENSG00000199523",115
"ENSG00000206681",104
"ENSG00000236627",1122
"ENSG00000223942",607
"ENSG00000204386",4821
"ENSG00000288646",72
"ENSG00000218475",1143
"ENSG00000287397",526
"ENSG00000218536",684
"ENSG00000285858",1251
"ENSG00000266128",292
"ENSG00000286573",2454
"ENSG00000260422",1639
"ENSG00000230627",448
"ENSG00000288584",2595
"ENSG00000288648",2307
"ENSG00000226577",1055
"ENSG00000286301",3196
"ENSG00000229068",1267
"ENSG00000224936",1370
"ENSG00000236603",651
"ENSG00000204592",2922
"ENSG00000235781",851
"ENSG00000204576",3887
"ENSG00000216101",86
"ENSG00000204569",5202
"ENSG00000204568",1757
"ENSG00000228415",325
"ENSG00000204564",2118
"ENSG00000204560",3977
"ENSG00000204574",4496
"ENSG00000230269",1651
"ENSG00000082269",10476
"ENSG00000047936",8890
"ENSG00000214736",637
"ENSG00000197935",3176
"ENSG00000152894",8936
"ENSG00000096006",2255
"ENSG00000120254",4891
"ENSG00000096080",1385
"ENSG00000112146",8208
"ENSG00000213760",2165
"ENSG00000204420",2937
"ENSG00000137203",8220
"ENSG00000112782",10432
"ENSG00000137275",12173
"ENSG00000237786",332
"ENSG00000218265",780
"ENSG00000202351",310
"ENSG00000225921",2364
"ENSG00000010017",3618
"ENSG00000286316",548
"ENSG00000266617",69
"ENSG00000130340",15256
"ENSG00000234361",681
"ENSG00000229502",1019
"ENSG00000236324",372
"ENSG00000220867",275
"ENSG00000252658",90
"ENSG00000078269",12517
"ENSG00000285642",264
"ENSG00000233496",599
"ENSG00000236164",761
"ENSG00000112818",3088
"ENSG00000237719",656
"ENSG00000156711",7034
"ENSG00000246982",1846
"ENSG00000096070",6613
"ENSG00000189325",3735
"ENSG00000010030",2374
"ENSG00000224666",361
"ENSG00000237468",2190
"ENSG00000273719",418
"ENSG00000207431",70
"ENSG00000228283",1466
"ENSG00000227748",1314
"ENSG00000272397",2144
"ENSG00000137200",5276
"ENSG00000198937",572
"ENSG00000229559",943
"ENSG00000227920",1147
"ENSG00000263926",58
"ENSG00000279942",3745
"ENSG00000112139",14690
"ENSG00000124523",11295
"ENSG00000180316",5160
"ENSG00000237541",1458
"ENSG00000263649",68
"ENSG00000232629",2026
"ENSG00000241106",1968
"ENSG00000250264",2705
"ENSG00000204261",2423
"ENSG00000240065",3338
"ENSG00000234515",678
"ENSG00000235301",75
"ENSG00000164430",4174
"ENSG00000226594",197
"ENSG00000216616",413
"ENSG00000286811",803
"ENSG00000226068",803
"ENSG00000216835",1191
"ENSG00000232876",790
"ENSG00000236703",449
"ENSG00000207689",97
"ENSG00000224374",216
"ENSG00000234084",577
"ENSG00000287094",716
"ENSG00000201012",106
"ENSG00000135541",31596
"ENSG00000135334",2235
"ENSG00000238628",104
"ENSG00000207131",113
"ENSG00000240997",298
"ENSG00000271114",446
"ENSG00000286278",674
"ENSG00000118434",1664
"ENSG00000279565",3502
"ENSG00000234426",3433
"ENSG00000220131",354
"ENSG00000220267",1108
"ENSG00000286871",1075
"ENSG00000222145",189
"ENSG00000135336",4095
"ENSG00000137261",7208
"ENSG00000224164",866
"ENSG00000218806",562
"ENSG00000112312",2476
"ENSG00000284688",662
"ENSG00000199289",108
"ENSG00000228223",5696
"ENSG00000182952",1992
"ENSG00000284607",2884
"ENSG00000275221",496
"ENSG00000217646",340
"ENSG00000276903",482
"ENSG00000184357",797
"ENSG00000275379",502
"ENSG00000275126",387
"ENSG00000197153",858
"ENSG00000278677",487
"ENSG00000274641",467
"ENSG00000238610",63
"ENSG00000168131",1212
"ENSG00000232757",984
"ENSG00000278104",68
"ENSG00000275856",76
"ENSG00000066379",3672
"ENSG00000278773",104
"ENSG00000204619",2428
"ENSG00000204616",3519
"ENSG00000231226",549
"ENSG00000252228",162
"ENSG00000204614",2481
"ENSG00000204613",3825
"ENSG00000204610",2512
"ENSG00000233892",1203
"ENSG00000204385",3369
"ENSG00000284829",320
"ENSG00000286974",2485
"ENSG00000213676",3629
"ENSG00000204315",1342
"ENSG00000284954",1060
"ENSG00000221988",2938
"ENSG00000258388",5512
"ENSG00000241404",2609
"ENSG00000204310",3593
"ENSG00000284469",87
"ENSG00000204308",1127
"ENSG00000277264",61
"ENSG00000273333",662
"ENSG00000204304",4368
"ENSG00000213654",1833
"ENSG00000204301",9748
"ENSG00000237285",960
"ENSG00000223335",107
"ENSG00000204287",1244
"ENSG00000146112",4599
"ENSG00000230449",730
"ENSG00000224328",738
"ENSG00000196230",4071
"ENSG00000272540",773
"ENSG00000137312",3185
"ENSG00000201988",111
"ENSG00000137331",1350
"ENSG00000228022",1574
"ENSG00000263608",252
"ENSG00000137285",4160
"ENSG00000180822",10415
"ENSG00000137266",8926
"ENSG00000272320",1989
"ENSG00000137267",2907
"ENSG00000219736",1408
"ENSG00000111799",18860
"ENSG00000112697",5502
"ENSG00000203489",880
"ENSG00000237174",2237
"ENSG00000238156",461
"ENSG00000221332",208
"ENSG00000263533",67
"ENSG00000217680",448
"ENSG00000201291",157
"ENSG00000146197",7819
"ENSG00000272374",4261
"ENSG00000065029",6782
"ENSG00000217004",328
"ENSG00000112033",4457
"ENSG00000227154",731
"ENSG00000198755",1508
"ENSG00000276712",72
"ENSG00000007866",3049
"ENSG00000112041",2916
"ENSG00000228559",1776
"ENSG00000219023",392
"ENSG00000218749",307
"ENSG00000287458",1279
"ENSG00000212579",128
"ENSG00000265527",73
"ENSG00000130363",6576
"ENSG00000164691",4089
"ENSG00000146267",11682
"ENSG00000132423",1448
"ENSG00000132424",11292
"ENSG00000123552",8105
"ENSG00000279170",16113
"ENSG00000274603",109
"ENSG00000112237",5610
"ENSG00000219755",745
"ENSG00000153291",3285
"ENSG00000242973",575
"ENSG00000180113",9041
"ENSG00000146070",2059
"ENSG00000069122",6601
"ENSG00000225730",781
"ENSG00000281756",762
"ENSG00000204356",2647
"ENSG00000284446",102
"ENSG00000204348",2481
"ENSG00000233627",2095
"ENSG00000248290",2038
"ENSG00000250535",211
"ENSG00000224389",7174
"ENSG00000229776",2095
"ENSG00000231852",2821
"ENSG00000252512",121
"ENSG00000180573",1668
"ENSG00000216331",574
"ENSG00000282988",2110
"ENSG00000197409",503
"ENSG00000196866",510
"ENSG00000217275",499
"ENSG00000277720",196
"ENSG00000218281",134
"ENSG00000124575",776
"ENSG00000274618",401
"ENSG00000275663",386
"ENSG00000277775",494
"ENSG00000278588",482
"ENSG00000220875",417
"ENSG00000287050",711
"ENSG00000186470",7042
"ENSG00000124508",6398
"ENSG00000026950",5539
"ENSG00000111801",5658
"ENSG00000225549",1179
"ENSG00000111875",2589
"ENSG00000111877",12496
"ENSG00000235099",739
"ENSG00000213187",785
"ENSG00000135333",16460
"ENSG00000229862",804
"ENSG00000218459",252
"ENSG00000135297",13313
"ENSG00000124588",2426
"ENSG00000235538",4685
"ENSG00000227602",330
"ENSG00000220666",1264
"ENSG00000231441",1100
"ENSG00000216854",553
"ENSG00000200224",107
"ENSG00000151917",5611
"ENSG00000219790",457
"ENSG00000218980",280
"ENSG00000276576",468
"ENSG00000168116",3109
"ENSG00000197062",2885
"ENSG00000203734",4663
"ENSG00000164674",2896
"ENSG00000186340",7197
"ENSG00000112337",2533
"ENSG00000137252",1961
"ENSG00000204701",3821
"ENSG00000204657",3276
"ENSG00000203907",1572
"ENSG00000124701",1633
"ENSG00000272221",1207
"ENSG00000204520",3851
"ENSG00000288587",554
"ENSG00000199332",99
"ENSG00000230174",2141
"ENSG00000233902",609
"ENSG00000286940",2068
"ENSG00000206337",11058
"ENSG00000216657",1038
"ENSG00000279926",1458
"ENSG00000272248",490
"ENSG00000230648",209
"ENSG00000112739",8429
"ENSG00000145975",3133
"ENSG00000185689",3319
"ENSG00000198721",4575
"ENSG00000254821",640
"ENSG00000234817",2277
"ENSG00000237716",1568
"ENSG00000216307",691
"ENSG00000235008",1746
"ENSG00000249141",600
"ENSG00000231654",627
"ENSG00000026297",19532
"ENSG00000252431",98
"ENSG00000252487",93
"ENSG00000223039",316
"ENSG00000181472",3103
"ENSG00000252615",100
"ENSG00000155906",10735
"ENSG00000219395",786
"ENSG00000146476",2819
"ENSG00000120262",5432
"ENSG00000207422",107
"ENSG00000197061",405
"ENSG00000216813",397
"ENSG00000183807",1032
"ENSG00000173612",2908
"ENSG00000217089",169
"ENSG00000200248",118
"ENSG00000185002",4091
"ENSG00000252107",104
"ENSG00000263514",75
"ENSG00000264390",70
"ENSG00000217684",734
"ENSG00000216548",454
"ENSG00000275138",239
"ENSG00000288714",3107
"ENSG00000272549",4569
"ENSG00000203688",4029
"ENSG00000213065",1486
"ENSG00000269155",2719
"ENSG00000235994",1539
"ENSG00000229921",3121
"ENSG00000180658",1758
"ENSG00000236761",2577
"ENSG00000216917",592
"ENSG00000266807",60
"ENSG00000219532",289
"ENSG00000200895",320
"ENSG00000237115",2433
"ENSG00000118523",2338
"ENSG00000218857",1162
"ENSG00000118518",3392
"ENSG00000251768",91
"ENSG00000213131",708
"ENSG00000220744",891
"ENSG00000220522",418
"ENSG00000226707",400
"ENSG00000124812",2007
"ENSG00000177684",312
"ENSG00000214642",249
"ENSG00000203970",531
"ENSG00000180872",1821
"ENSG00000254440",2506
"ENSG00000244694",28174
"ENSG00000261839",2830
"ENSG00000198315",7580
"ENSG00000218834",190
"ENSG00000135298",7635
"ENSG00000288712",78
"ENSG00000287914",732
"ENSG00000284615",511
"ENSG00000234577",553
"ENSG00000226193",385
"ENSG00000202044",120
"ENSG00000233464",727
"ENSG00000218792",394
"ENSG00000280236",1639
"ENSG00000277881",349
"ENSG00000225797",382
"ENSG00000230164",1047
"ENSG00000204687",1260
"ENSG00000213900",406
"ENSG00000230056",1436
"ENSG00000243729",2981
"ENSG00000112462",1869
"ENSG00000118432",6345
"ENSG00000204252",3987
"ENSG00000223865",5222
"ENSG00000224796",410
"ENSG00000231461",733
"ENSG00000228688",676
"ENSG00000237398",229
"ENSG00000230313",717
"ENSG00000204231",3897
"ENSG00000202441",96
"ENSG00000204228",1158
"ENSG00000199036",110
"ENSG00000204227",1813
"ENSG00000225463",624
"ENSG00000223457",984
"ENSG00000272217",594
"ENSG00000223501",4493
"ENSG00000231500",1834
"ENSG00000235863",2365
"ENSG00000227057",2835
"ENSG00000284517",63
"ENSG00000204220",2953
"ENSG00000284064",81
"ENSG00000237441",4159
"ENSG00000236104",2737
"ENSG00000285064",801
"ENSG00000286920",590
"ENSG00000229596",518
"ENSG00000204695",6479
"ENSG00000137204",3528
"ENSG00000146215",2482
"ENSG00000219222",127
"ENSG00000220614",343
"ENSG00000179157",741
"ENSG00000197594",11423
"ENSG00000228285",696
"ENSG00000225644",102
"ENSG00000237649",3030
"ENSG00000204194",498
"ENSG00000112511",3596
"ENSG00000112514",1876
"ENSG00000197283",8277
"ENSG00000274259",779
"ENSG00000284256",107
"ENSG00000213588",3010
"ENSG00000220113",249
"ENSG00000223542",631
"ENSG00000234567",317
"ENSG00000238059",308
"ENSG00000272428",391
"ENSG00000278899",1268
"ENSG00000120253",4420
"ENSG00000219433",676
"ENSG00000231760",2117
"ENSG00000285889",876
"ENSG00000285991",5065
"ENSG00000120256",6026
"ENSG00000273132",312
"ENSG00000268592",1210
"ENSG00000217733",1611
"ENSG00000223701",605
"ENSG00000216906",2176
"ENSG00000203722",1486
"ENSG00000216621",1284
"ENSG00000131015",1335
"ENSG00000215094",407
"ENSG00000253809",254
"ENSG00000287300",2556
"ENSG00000280232",618
"ENSG00000135317",25158
"ENSG00000270987",736
"ENSG00000164418",26797
"ENSG00000203875",12604
"ENSG00000220563",715
"ENSG00000275072",70
"ENSG00000217334",641
"ENSG00000198738",178
"ENSG00000222686",173
"ENSG00000200427",117
"ENSG00000218766",512
"ENSG00000288021",1223
"ENSG00000202103",139
"ENSG00000124788",19278
"ENSG00000219627",315
"ENSG00000261366",2268
"ENSG00000219549",499
"ENSG00000288708",90
"ENSG00000233503",1501
"ENSG00000219993",347
"ENSG00000234115",1241
"ENSG00000168566",5837
"ENSG00000236512",457
"ENSG00000227516",403
"ENSG00000207371",111
"ENSG00000112578",1937
"ENSG00000112576",5761
"ENSG00000206875",107
"ENSG00000223946",161
"ENSG00000230062",3676
"ENSG00000249853",4072
"ENSG00000001167",6209
"ENSG00000158406",2163
"ENSG00000204618",2168
"ENSG00000204702",2462
"ENSG00000204688",3734
"ENSG00000204700",2708
"ENSG00000204580",9122
"ENSG00000206474",1672
"ENSG00000204704",963
"ENSG00000235109",4957
"ENSG00000053328",3839
"ENSG00000135525",5447
"ENSG00000016402",4730
"ENSG00000204590",7957
"ENSG00000172469",10588
"ENSG00000217060",1590
"ENSG00000213211",1219
"ENSG00000234155",2513
"ENSG00000216439",469
"ENSG00000214460",514
"ENSG00000135318",4533
"ENSG00000271793",8624
"ENSG00000135577",3301
"ENSG00000137338",3100
"ENSG00000137404",2018
"ENSG00000124557",2954
"ENSG00000155085",10099
"ENSG00000274750",2679
"ENSG00000146399",2871
"ENSG00000137434",891
"ENSG00000112245",5914
"ENSG00000146426",11571
"ENSG00000158691",11366
"ENSG00000269964",5361
"ENSG00000146433",5533
"ENSG00000146360",1947
"ENSG00000014123",4539
"ENSG00000112214",4125
"ENSG00000213183",581
"ENSG00000207309",139
"ENSG00000219139",869
"ENSG00000217331",841
"ENSG00000122335",11003
"ENSG00000188451",1979
"ENSG00000274023",561
"ENSG00000287591",2086
"ENSG00000238019",143
"ENSG00000243373",292
"ENSG00000272047",8762
"ENSG00000185760",11321
"ENSG00000270604",759
"ENSG00000236475",753
"ENSG00000280128",3706
"ENSG00000248167",1698
"ENSG00000241370",1606
"ENSG00000224372",135
"ENSG00000224486",634
"ENSG00000236405",1169
"ENSG00000216676",224
"ENSG00000287674",585
"ENSG00000216915",1495
"ENSG00000218069",493
"ENSG00000217862",265
"ENSG00000276368",476
"ENSG00000273703",468
"ENSG00000197238",389
"ENSG00000273542",387
"ENSG00000285717",2521
"ENSG00000218868",935
"ENSG00000112799",1203
"ENSG00000279368",1837
"ENSG00000288046",4461
"ENSG00000224532",506
"ENSG00000219986",488
"ENSG00000261211",6640
"ENSG00000278828",1250
"ENSG00000204525",2507
"ENSG00000204632",1763
"ENSG00000229142",980
"ENSG00000281831",1889
"ENSG00000230521",975
"ENSG00000206341",1096
"ENSG00000231130",450
"ENSG00000125337",5892
