"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","ENSEMBL","ENTREZID"
"559","TFAM",1291.34644611155,-0.421841593398455,0.132699371502048,-3.17892683758449,0.00147821397260188,0.0102620228506137,"none","ENSG00000108064",7019
"560","DHRS2",6294.32899345573,-0.718874884725232,0.226226009257089,-3.17768450712616,0.00148456197420883,0.0103029059916421,"none","ENSG00000100867",10202
"561","DGKA",2783.04235123742,-0.392146271690039,0.123656988530526,-3.17124229168199,0.00151788481861659,0.0104920049454313,"none","ENSG00000065357",1606
"562","PNPLA1",10.8470185562636,2.35788002755911,0.74393213158827,3.16948270875882,0.00152710544255987,0.0105492443972036,"up","ENSG00000180316",285848
"563","DGKQ",663.464529177306,0.544167397842448,0.17184759522309,3.16656975697576,0.00154248345830715,0.0106391078717216,"none","ENSG00000145214",1609
"564","AGPS",1596.66003726842,-0.472439203662938,0.149223696163062,-3.16597977272114,0.00154561541103415,0.010654163829637,"none","ENSG00000018510",8540
"565","SLCO4C1",59.151154358357,1.35970752029872,0.43085139914153,3.15586191203727,0.00160024601506725,0.0109734646561621,"none","ENSG00000173930",353189
"566","DLD",1439.75124798555,-0.4177423571652,0.132382102608581,-3.1555803158706,0.00160179158821959,0.0109807092968299,"none","ENSG00000091140",1738
"567","GLUD2",30.6208943875035,1.4208204607261,0.451770196732267,3.14500706554602,0.00166082818785713,0.0113240952473264,"none","ENSG00000182890",2747
"568","GLUD2",30.6208943875035,1.4208204607261,0.451770196732267,3.14500706554602,0.00166082818785713,0.0113240952473264,"none","ENSG00000288118",2747
"569","SLC17A9",15.3958198219717,-1.65116777538173,0.52588601688629,-3.13978261897531,0.00169073242616358,0.0114921688464422,"down","ENSG00000101194",63910
"570","MFSD1",1549.49851001264,0.463164426209406,0.147576467086602,3.13847075589366,0.00169831880748095,0.0115367490307881,"none","ENSG00000118855",64747
"571","ALAD",1595.83274597454,0.327223270825934,0.104450284461084,3.13281359178922,0.00173139363541736,0.0117146409537343,"none","ENSG00000148218",210
"572","UGCG",738.748353686402,0.424685484847267,0.13565541940018,3.13061937904931,0.00174438084431651,0.0117893087141805,"none","ENSG00000148154",7357
"573","HGSNAT",669.170987026559,0.45278687530819,0.145150840849696,3.11942302681562,0.00181205598971038,0.0121949847197206,"none","ENSG00000165102",138050
"574","PLCD1",150.661642637546,0.785411805739249,0.252589764213614,3.10943639456043,0.00187444638179377,0.0125509083559952,"none","ENSG00000187091",5333
"575","PDE6B",137.00907702028,1.0589747862518,0.34063513683075,3.10882428660895,0.00187833390288757,0.0125694409698149,"none","ENSG00000133256",5158
"576","DERA",1068.62457422261,-0.384629874149672,0.12408685503168,-3.09968267026733,0.00193728076415621,0.0128985440201872,"none","ENSG00000023697",51071
"577","NT5C",1067.1489278808,-0.507096679863742,0.16387326845012,-3.09444416810477,0.00197182043177806,0.0130858233857077,"none","ENSG00000125458",30833
"578","MAOB",25.2170024669666,-1.67655523170568,0.541953633253645,-3.09353997986949,0.00197783902185876,0.0131180100087891,"down","ENSG00000069535",4129
"579","MMEL1",17.9295651828723,1.8309245409178,0.592123846981132,3.0921310638856,0.00198725087111923,0.0131726511093882,"up","ENSG00000142606",79258
"580","MMEL1",17.9295651828723,1.8309245409178,0.592123846981132,3.0921310638856,0.00198725087111923,0.0131726511093882,"up","ENSG00000277131",79258
"581","NR1H2",2500.98412641521,0.425566092005891,0.137636381531441,3.09195931534044,0.0019884009935416,0.0131753006188026,"none","ENSG00000131408",7376
"582","SLC43A3",272.75817814403,-0.971255739658002,0.314725527928001,-3.0860405447638,0.00202841161139077,0.0133940791433336,"none","ENSG00000134802",29015
"583","SLC27A5",91.7586455869691,0.669697954447627,0.217042448408501,3.08556210712834,0.00203167788473852,0.0134117024964024,"none","ENSG00000083807",10998
"584","NUDT21",1244.30536669284,-0.452610185794137,0.146896565703268,-3.08114885890805,0.00206203531446199,0.0135801568920464,"none","ENSG00000167005",11051
"585","ATP1B2",16.3326933261255,-1.58610116766513,0.515827645829618,-3.07486653824876,0.00210596769340321,0.0138491741899811,"down","ENSG00000129244",482
"586","GUSB",1410.64086083054,-0.369920464562705,0.120317017265081,-3.07454816426923,0.0021082167768206,0.0138599047895752,"none","ENSG00000169919",2990
"587","KCNK1",602.76935758394,-0.397094711162495,0.129243407098014,-3.07245622874482,0.002123049671326,0.0139410904273004,"none","ENSG00000135750",3775
"588","ME3",379.324471320605,0.588584448185359,0.192466628306963,3.0581117015602,0.00222736533219974,0.0145452527845306,"none","ENSG00000151376",10873
"589","RDH16",119.788429528432,-0.774581095968412,0.253319980993233,-3.0577181197132,0.00223029261887503,0.0145601336395357,"none","ENSG00000139547",8608
"590","RRM2B",1201.49348913073,-0.403267424932306,0.131993856708575,-3.05519843868695,0.00224911656601749,0.0146702254571931,"none","ENSG00000048392",50484
"591","GLRX3",2882.51463161528,-0.44003593184002,0.144202956140744,-3.05150423830797,0.00227697833845066,0.0148347187105502,"none","ENSG00000108010",10539
"592","GABRR1",11.5362784956544,1.86467060597243,0.611311034228596,3.05028128328394,0.00228627133638263,0.0148866234840854,"up","ENSG00000146276",2569
"593","GRIA1",10.1767595847304,2.33930234654179,0.767308464907511,3.04871176785956,0.00229824868407183,0.0149559365814773,"up","ENSG00000155511",2890
"594","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000204267",6891
"595","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000232326",6891
"596","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000225967",6891
"597","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000206235",6891
"598","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000223481",6891
"599","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000228582",6891
"600","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000206299",6891
"601","TAP2",1750.25217332475,0.44094472810075,0.144856700265728,3.04400643734031,0.00233450145047759,0.0151610911381754,"none","ENSG00000237599",6891
"602","SLC37A1",611.899606994445,0.470971586354789,0.154817204682424,3.04211400354948,0.00234922901870408,0.0152266909191348,"none","ENSG00000160190",54020
"603","AQP5",57.3381539782439,3.24388571376073,1.06690383077734,3.04046683513852,0.00236211704711938,0.0152741618159209,"up","ENSG00000161798",362
"604","CYB5A",597.079411059281,0.45554209747569,0.149835674981498,3.04027794136437,0.00236359914911209,0.0152765340585212,"none","ENSG00000166347",1528
"605","SLC25A24",402.062169132522,-0.48672806037505,0.160267858986194,-3.03696613565529,0.00238972301542338,0.0154304490708284,"none","ENSG00000085491",29957
"606","SLC25A24",402.062169132522,-0.48672806037505,0.160267858986194,-3.03696613565529,0.00238972301542338,0.0154304490708284,"none","ENSG00000284468",29957
"607","GPX2",870.509585278351,-0.905387632959295,0.298146224292738,-3.03672345711255,0.00239164764439491,0.0154384362462076,"none","ENSG00000176153",2877
"608","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000213719",1192
"609","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000226651",1192
"610","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000230685",1192
"611","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000223639",1192
"612","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000226417",1192
"613","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000226248",1192
"614","CLIC1",13365.9453821664,-0.361300621285251,0.119087493284358,-3.03390903041796,0.00241407211649856,0.0155608191465717,"none","ENSG00000206394",1192
"615","SLC35B2",3052.53462228046,-0.309488832671124,0.102016954666385,-3.03369997353099,0.00241574547081649,0.0155671359257465,"none","ENSG00000157593",347734
"616","EPHX2",98.976878619864,0.887668271719639,0.292670302578797,3.03299741688225,0.00242137672789511,0.0155989466048704,"none","ENSG00000120915",2053
"617","ST8SIA1",116.057855725492,0.97975662298249,0.323457396671812,3.02901288721054,0.00245354216540863,0.0157835172365585,"none","ENSG00000111728",6489
"618","ATP6V0E2",49.0911457333426,0.916942645309108,0.302876842623477,3.02744388566217,0.00246631500034053,0.0158429865730029,"none","ENSG00000171130",155066
"619","CBR4",243.50153428124,-0.583625024015042,0.192836430578449,-3.02652886834894,0.00247379197801027,0.0158819284238801,"none","ENSG00000145439",84869
"620","ACACA",2117.18577033438,0.427607462052328,0.141370710896758,3.02472456522204,0.00248859647456287,0.0159678420835699,"none","ENSG00000278540",31
"621","ACACA",2117.18577033438,0.427607462052328,0.141370710896758,3.02472456522204,0.00248859647456287,0.0159678420835699,"none","ENSG00000275176",31
"622","ACOT13",446.79117230446,0.484147914865696,0.160170258901864,3.02270794955968,0.00250523891349649,0.0160471095140969,"none","ENSG00000112304",55856
"623","GLTP",1728.04045932579,0.399543750491849,0.132200983855288,3.02224490953264,0.00250907456896733,0.0160670944517642,"none","ENSG00000139433",51228
"624","TRPV2",37.8762519316335,-1.08958852718942,0.361001343135948,-3.01823953818115,0.00254247851735717,0.0162300782465698,"none","ENSG00000187688",51393
"625","SHMT2",2408.28984166215,-0.438753080452831,0.145757600883424,-3.01015575032511,0.00261113755547905,0.0166258222512933,"none","ENSG00000182199",6472
"626","BPGM",916.463846976917,0.540753152715788,0.179749100298531,3.00837752076474,0.0026264664623855,0.0166950165761656,"none","ENSG00000172331",669
"627","CA3",9.43336593669349,2.32461893800922,0.773298753364084,3.00610718418518,0.00264615704465397,0.0167938926751078,"up","ENSG00000164879",761
"628","GLS",1787.73240763645,-0.426922348396672,0.142336597410906,-2.99938565458472,0.00270524645551608,0.0171182322922185,"none","ENSG00000115419",2744
"629","GALNS",241.148094772555,0.520215205698815,0.173681584482671,2.99522374377418,0.0027424359478376,0.0173242626519139,"none","ENSG00000141012",2588
"630","GPD1",9.44553890280169,1.88157874536024,0.629287888491562,2.99001264726466,0.00278965896342497,0.0175583497022299,"up","ENSG00000167588",2819
"631","ST8SIA2",5.9951712987536,3.87471766224005,1.29682137310185,2.98785765149147,0.00280940371198071,0.0176430553112388,"up","ENSG00000140557",8128
"632","DGAT2",581.346937396444,0.413276483515708,0.138327737648041,2.98766169780961,0.00281120541625787,0.0176494331097331,"none","ENSG00000062282",84649
"633","NAA60",1547.31736943106,0.361089768791134,0.121402194966776,2.9743265258915,0.00293632431320476,0.0183171484178272,"none","ENSG00000122390",79903
"634","LDLR",2460.2847161926,-1.28921489801986,0.433484920457746,-2.97407092421689,0.00293877140406439,0.0183273213312916,"none","ENSG00000130164",3949
"635","SLC36A4",146.464313877604,-0.740453123696564,0.249414894213893,-2.96876065092395,0.00299003395762965,0.0185996273707703,"none","ENSG00000180773",120103
"636","SLC26A1",37.3873608230996,1.37525495993583,0.46351605222754,2.96700611192796,0.00300714981194784,0.0186862774503296,"none","ENSG00000145217",10861
"637","ORAI1",880.771580140398,0.451377454965832,0.15299104979397,2.9503520341464,0.00317412040382501,0.0195613991727355,"none","ENSG00000276045",84876
"638","GRIN2D",36.5612192923876,-1.05988513506076,0.359996046410945,-2.94415770847348,0.00323834936614052,0.0199189538682796,"none","ENSG00000105464",2906
"639","SERPINA1",573.684582084156,-0.616910755643031,0.210229807246814,-2.93445902711011,0.00334129664092629,0.0204290443587789,"none","ENSG00000197249",5265
"640","SERPINA1",573.684582084156,-0.616910755643031,0.210229807246814,-2.93445902711011,0.00334129664092629,0.0204290443587789,"none","ENSG00000277377",5265
"641","ABCA13",76.2188479032971,-0.857220528544849,0.292338450942735,-2.93228798941938,0.00336474570545859,0.0205500287903294,"none","ENSG00000179869",154664
"642","EXT1",10125.5229902833,-0.410341966022008,0.140085385145461,-2.9292275250264,0.00339805588490367,0.0207056553975344,"none","ENSG00000182197",2131
"643","RDH10",744.208312811925,0.675968728897577,0.231249166090623,2.92311855789644,0.00346544537446723,0.0210676182242523,"none","ENSG00000121039",157506
"644","GBGT1",31.0818197306806,1.35720695039932,0.465077794595731,2.91823640296367,0.00352017360313304,0.0213656170759502,"none","ENSG00000148288",26301
"645","CUBN",18.9911029529393,-1.29652395050277,0.445447026686936,-2.91061309836507,0.0036072038922337,0.0217867048958765,"none","ENSG00000107611",8029
"646","EDEM1",2546.3024437663,-0.593554003583135,0.204387944263637,-2.90405584204869,0.00368362452241553,0.0221837591611457,"none","ENSG00000134109",9695
"647","HSD17B2",59.6577254764762,0.951840294649315,0.328082876702075,2.90121905848095,0.00371713925752141,0.0223376588518772,"none","ENSG00000086696",3294
"648","GGH",752.344763776565,-0.663883808694981,0.228977703238889,-2.89933822946228,0.00373951258606623,0.022455806661834,"none","ENSG00000137563",8836
"649","AQP1",318.313933681598,-0.489869567711298,0.169020954810811,-2.89827712936316,0.00375218880219408,0.0224940963412708,"none","ENSG00000240583",358
"650","IPMK",238.966518784416,-0.49373289521791,0.171069047622348,-2.88616147736951,0.00389972018110644,0.023217347596399,"none","ENSG00000151151",253430
"651","GSTCD",175.434463734204,-0.58303645743047,0.202083282164817,-2.88512959204093,0.00391252570613424,0.0232874110891887,"none","ENSG00000138780",79807
"652","SDR9C7",15.5745316705893,2.14659966528831,0.744117298115123,2.88475979623875,0.00391712409829552,0.0233086014128897,"up","ENSG00000170426",121214
"653","ACADVL",6655.8840595623,0.485297962489248,0.168350581690235,2.88266281955709,0.00394329286123101,0.0234332631094488,"none","ENSG00000072778",37
"654","CLCN3",910.374673659686,0.312284241880652,0.108386346110029,2.88121385292973,0.00396146756837281,0.0235163692166944,"none","ENSG00000109572",1182
"655","CHRNA9",58.6988786114544,0.885255806725425,0.307321864049594,2.88054938578196,0.00396982753777599,0.0235535407110488,"none","ENSG00000174343",55584
"656","ACAT1",493.892224147394,-0.370165669319406,0.128712444096975,-2.87591205276558,0.00402861942285881,0.0238142534656669,"none","ENSG00000075239",38
"657","ST3GAL2",339.332481709775,-0.452573521301769,0.157561953255448,-2.87235282345119,0.00407427807675263,0.0240461664303821,"none","ENSG00000157350",6483
"658","BLVRB",790.29299753081,-0.447302004889675,0.156271589028867,-2.86233734275939,0.00420529050120579,0.0247231957785454,"none","ENSG00000090013",645
"659","PI4K2B",781.701959636033,-0.48151946978256,0.168516939351305,-2.85739505853915,0.00427133848512261,0.0250575405561621,"none","ENSG00000038210",55300
"660","UQCRC2",3827.6786067617,-0.287078832067499,0.100474482215471,-2.85723126646076,0.00427354339626496,0.0250575405561621,"none","ENSG00000140740",7385
"661","GALNT1",2617.41101623921,-0.456312565602418,0.159702802217933,-2.85726085745024,0.0042731449764332,0.0250575405561621,"none","ENSG00000141429",2589
"662","PDE10A",14.3817226973253,-1.77542060957659,0.621870536334342,-2.85496820615095,0.00430411374728904,0.0251841693355189,"down","ENSG00000112541",10846
"663","MMAA",102.828999640976,0.586618328470028,0.20557556025368,2.85354118819447,0.00432349229209759,0.0252843775592298,"none","ENSG00000151611",166785
"664","HK1",4654.42765315815,-0.499407537193714,0.175083848770953,-2.85239067280869,0.00433917356236084,0.0253628705151167,"none","ENSG00000156515",3098
"665","FITM2",612.706910253555,-0.396125623424507,0.139026515658797,-2.84928109970541,0.00438181470699424,0.0255655202668212,"none","ENSG00000197296",128486
"666","CA7",5.41408720862875,-3.56356231862418,1.25101591394183,-2.84853476195657,0.00439210549223016,0.0255989512996,"down","ENSG00000168748",766
"667","GDA",25.2887557955218,1.65432957360826,0.580908253559478,2.84783279196234,0.00440180450437481,0.0256421673398337,"up","ENSG00000119125",9615
"668","MGAT5",1390.53802410194,0.423245284504806,0.14892118396446,2.84207574260095,0.00448208417419141,0.0260156328378307,"none","ENSG00000152127",4249
"669","FDPS",1351.83271065997,-0.384048391728323,0.135151502100737,-2.84161393516787,0.00448858101259279,0.026046299383231,"none","ENSG00000160752",2224
"670","NEU4",6.07299384586993,2.18910103311177,0.771452903922954,2.8376340564406,0.0045449256864783,0.0263256260544696,"up","ENSG00000204099",129807
"671","NEU4",6.07299384586993,2.18910103311177,0.771452903922954,2.8376340564406,0.0045449256864783,0.0263256260544696,"up","ENSG00000277926",129807
"672","TRPC6",5.63318039475743,2.40546887099476,0.850496107328821,2.82831261691449,0.00467940864265863,0.0269862325806136,"up","ENSG00000137672",7225
"673","GLDC",19.9207708078919,-1.38938691776014,0.491462788261261,-2.82704398165247,0.00469798749270005,0.0270794652628007,"none","ENSG00000178445",2731
"674","CACNA2D1",13.8624603873209,1.54519697627994,0.548073645625589,2.81932362304376,0.00481249709256016,0.0276330875255929,"up","ENSG00000153956",781
"675","SLC6A20",171.369283301206,0.756978534401935,0.268676963108247,2.81742999341911,0.00484096668172862,0.027764812441699,"none","ENSG00000163817",54716
"676","A4GALT",701.711338716519,0.370933726438159,0.131831728178743,2.81369084333957,0.00489763051019599,0.028014446518321,"none","ENSG00000128274",53947
"677","IDS",200.464579853829,-0.763449500795786,0.271375977568345,-2.81325380247968,0.00490429252617378,0.0280454079228547,"none","ENSG00000010404",3423
"678","ALDH3A2",2882.26507007836,-0.387378959562283,0.137779372946098,-2.81158892858246,0.00492974612495299,0.02816227232858,"none","ENSG00000072210",224
"679","PLA2G5",52.647840893804,1.15760021784838,0.414367571803866,2.79365543208172,0.00521159767471138,0.0295021632362444,"none","ENSG00000127472",5322
"680","PAICS",3810.97696562966,-0.477896865474337,0.171158811501016,-2.79212540262059,0.00523630582446708,0.0296121667670303,"none","ENSG00000128050",10606
"681","ST3GAL6",152.661922040372,0.63264934112674,0.226594817311635,2.79198504463877,0.00523857772935902,0.0296175544200049,"none","ENSG00000064225",10402
"682","GRIK2",112.946636041562,-2.87635513810406,1.0304541213771,-2.79134711428014,0.0052489148166347,0.0296685263213156,"down","ENSG00000164418",2898
"683","GYS1",1645.40675190136,-0.370668554761734,0.132878611806565,-2.78952759757399,0.00527849975709327,0.0297907486290852,"none","ENSG00000104812",2997
"684","SLC12A2",912.035031389859,0.448301735319396,0.160743896326597,2.78891917867005,0.00528842606730347,0.0298392695745238,"none","ENSG00000064651",6558
"685","ASIC3",57.4891140881471,0.918520904382449,0.329466422088927,2.78790445034951,0.00530501880158296,0.0299178540854908,"none","ENSG00000213199",9311
"686","CHST3",2639.4762873011,-0.61000257611794,0.21900054542181,-2.78539295389897,0.00534628893104875,0.0301052251795775,"none","ENSG00000122863",9469
"687","CLCA2",5621.46217686372,-0.375712618139224,0.134995384521075,-2.78315158308667,0.00538336482336616,0.0302836190552227,"none","ENSG00000137975",9635
"688","GRIN2B",77.9566686856766,0.802558629539494,0.288398279959961,2.78281350932785,0.00538897721444656,0.0303075970544939,"none","ENSG00000273079",2904
"689","ASL",334.458775203522,-0.505622713143751,0.181700136758274,-2.78273160474507,0.00539033771412418,0.0303076564036569,"none","ENSG00000126522",435
"690","GALC",357.367595253428,-0.434764332241536,0.156619576504001,-2.77592585771314,0.00550447593904926,0.0308182018223429,"none","ENSG00000054983",2581
"691","NR1H3",293.992431284338,0.441214281223755,0.159001642825315,2.77490391535445,0.00552180188963628,0.03090749793673,"none","ENSG00000025434",10062
"692","PDHA1",2607.56676184533,-0.335988737545637,0.121110785103338,-2.77422640154593,0.00553331553402145,0.0309558475647431,"none","ENSG00000131828",5160
"693","COLGALT1",5694.15599015753,-0.42146502203401,0.151958152773986,-2.77355978827192,0.00554466507611575,0.030989115166511,"none","ENSG00000130309",79709
"694","ATP8B1",1250.05399555954,0.355017096486638,0.128055294573962,2.7723734318661,0.00556491556983766,0.0310868174815689,"none","ENSG00000081923",5205
"695","PRDX2",2326.68325405416,-0.317738576728309,0.114690347049571,-2.77040382998385,0.0055986830754098,0.0312443533994594,"none","ENSG00000167815",7001
"696","CHST15",1431.15888339078,0.418220574435303,0.151207071028762,2.7658797408737,0.0056769465795493,0.0315725134190666,"none","ENSG00000182022",51363
"697","TRPV3",289.267639155299,-0.648781744634509,0.234574102650579,-2.76578589581534,0.00567858042787363,0.0315725134190666,"none","ENSG00000167723",162514
"698","PLA2G2A",2007.04683962932,1.25048524125813,0.452490913216349,2.76355879142315,0.00571747913360546,0.0317521779346172,"none","ENSG00000188257",5320
"699","SLC39A3",778.77890367464,0.318111830524039,0.115209533412201,2.76115891716953,0.00575966429946051,0.0319205685478124,"none","ENSG00000141873",29985
"700","GLUD1",3847.1814234244,-0.318489782552071,0.115406769281719,-2.75971491563555,0.00578518210894529,0.0320224663530401,"none","ENSG00000148672",2746
"701","CCDC102B",24.9832255081249,-1.43492708205213,0.520802580932532,-2.75522267858734,0.00586522024342475,0.0324015894894511,"none","ENSG00000150636",79839
"702","PGM5",7.60852328286759,2.00908382588648,0.729403080675437,2.75442190897527,0.00587959191717414,0.0324729933905231,"up","ENSG00000154330",5239
"703","ELOVL7",42.4880958316551,0.876891693873151,0.318669795812281,2.75172515687587,0.00592822515018127,0.0326853101293516,"none","ENSG00000164181",79993
"704","FABP6",155.038364275604,0.659962959276663,0.240741704742377,2.74137362275018,0.00611828919614883,0.0335519567031601,"none","ENSG00000170231",2172
"705","SLC25A33",312.519661485211,0.415099838014452,0.151597744814886,2.73816631323457,0.00617828228710577,0.03380312058373,"none","ENSG00000171612",84275
"706","BBOX1",77.7750167372167,1.92069815210159,0.703017962876314,2.73207549952675,0.00629367168122021,0.0343042541672918,"up","ENSG00000129151",8424
"707","SLC5A6",1658.35907579452,0.340186856234015,0.124693567205389,2.72818288752359,0.00636842889346969,0.0346288359166999,"none","ENSG00000138074",8884
"708","IMPA1",162.476067226826,-0.576711909479503,0.211441372388073,-2.72752632545831,0.00638111656295164,0.0346882440568589,"none","ENSG00000133731",3612
"709","SLC16A10",46.0727413525741,0.974536294886801,0.357829614771086,2.72346461739966,0.00646011350567237,0.0350666650942668,"none","ENSG00000112394",117247
"710","GYG1",920.008315024479,0.43548661044683,0.159919461629148,2.72316205926656,0.00646603307878524,0.0350763926374571,"none","ENSG00000163754",2992
"711","SLC25A21",12.9179454594435,-1.55330218899637,0.570421669341053,-2.72307710678441,0.00646769605780491,0.0350763926374571,"down","ENSG00000183032",89874
"712","PPARG",258.437965722942,-0.540253537796553,0.198452350103855,-2.72233378699635,0.00648226326140283,0.0351182493117967,"none","ENSG00000132170",5468
"713","SLC23A2",1874.09522779358,-0.385794533472995,0.141718210794764,-2.72226505901703,0.00648361164691347,0.0351182493117967,"none","ENSG00000089057",9962
"714","PCBD1",389.598601884447,0.632058391829552,0.232198176124095,2.72206441230511,0.00648754961132706,0.0351307227023405,"none","ENSG00000166228",5092
"715","KCNK5",235.314997650719,0.57690858015765,0.212783568332769,2.71124591376074,0.00670308926487193,0.0361287313259036,"none","ENSG00000164626",8645
"716","HSDL2",967.153712089709,-0.384085498918559,0.141699568696393,-2.71056223001994,0.006716924294724,0.0361721437612973,"none","ENSG00000119471",84263
"717","NRIP1",410.919638847464,0.813282394012016,0.300184874376578,2.70927173029965,0.00674310882713089,0.0362957411359184,"none","ENSG00000180530",8204
"718","UQCRB",4928.79086029908,-0.390889269079423,0.14429490132325,-2.70896106165076,0.00674942605040294,0.0363123326761554,"none","ENSG00000156467",7381
"719","THNSL1",114.773452289092,-0.581296370683013,0.214700125270157,-2.70748035173044,0.00677960837442076,0.0364572425423043,"none","ENSG00000185875",79896
"720","SLC22A11",5.61437588123431,-2.91040591770235,1.07529617094682,-2.7066086500984,0.00679743353692689,0.0365355950053976,"down","ENSG00000168065",55867
"721","MME",505.050687322297,1.23435823472357,0.457167366275826,2.70001388064702,0.00693365831286688,0.037161031936542,"none","ENSG00000196549",4311
"722","SLC44A1",2280.62835214332,-0.313194129468159,0.116071781030201,-2.69827969113931,0.00696988543939373,0.0373017635279687,"none","ENSG00000070214",23446
"723","ACHE",44.1764484431502,0.977455691944912,0.362443716124639,2.69684822348742,0.00699991670597473,0.0374446342544291,"none","ENSG00000087085",43
"724","SDHB",1824.03033277815,-0.343789186637874,0.127674647684774,-2.69269735904565,0.00708765731484467,0.0378418535970458,"none","ENSG00000117118",6390
"725","MAT1A",36.7126126861921,1.05835614748025,0.393243552759058,2.69135028420595,0.00711634315787138,0.0379679230602116,"none","ENSG00000151224",4143
"726","KCNJ5",318.514558950013,0.714202363240238,0.265509795520915,2.68992848960248,0.00714673317515485,0.0381119492910692,"none","ENSG00000120457",3762
"727","SDSL",115.735092383361,0.650730703068817,0.241951387845261,2.68951010723273,0.00715569800848074,0.0381506948440753,"none","ENSG00000139410",113675
"728","STARD3NL",727.591218846797,-0.439556207337478,0.16356623653179,-2.68732848941014,0.00720260809522783,0.0383552548258919,"none","ENSG00000010270",83930
"729","SMS",4267.56876053191,-0.469634400583095,0.17561237522942,-2.67426711796116,0.00748927719839895,0.0396654310878166,"none","ENSG00000102172",6611
"730","NDUFA6",597.203096836627,-0.410676099135591,0.153628864955559,-2.67317017055609,0.00751381242182962,0.0397672330698955,"none","ENSG00000184983",4700
"731","NDUFA6",597.203096836627,-0.410676099135591,0.153628864955559,-2.67317017055609,0.00751381242182962,0.0397672330698955,"none","ENSG00000277365",4700
"732","NDUFA6",597.203096836627,-0.410676099135591,0.153628864955559,-2.67317017055609,0.00751381242182962,0.0397672330698955,"none","ENSG00000273397",4700
"733","NDUFA6",597.203096836627,-0.410676099135591,0.153628864955559,-2.67317017055609,0.00751381242182962,0.0397672330698955,"none","ENSG00000272765",4700
"734","NDUFA6",597.203096836627,-0.410676099135591,0.153628864955559,-2.67317017055609,0.00751381242182962,0.0397672330698955,"none","ENSG00000281013",4700
"735","FAAH2",60.4275107094784,0.688931557833283,0.258041668471475,2.66984616056085,0.00758860066504057,0.0400685967852366,"none","ENSG00000165591",158584
"736","SLC35F2",1959.06404400574,-0.354142543297318,0.132637448031379,-2.67000419982097,0.00758502982132136,0.0400685967852366,"none","ENSG00000110660",54733
"737","SLC30A10",3.68068059278009,-3.86211477146682,1.45082865977067,-2.66200612005921,0.00776764661468588,0.0407266310477143,"down","ENSG00000196660",55532
"738","MMAB",777.31554359731,-0.359940488808717,0.135317254086266,-2.65997482168276,0.00781464931303104,0.0408966647381958,"none","ENSG00000139428",326625
"739","ATP6V1G1",2620.91099398797,0.366764918921004,0.137889784785188,2.65984111507876,0.00781775210185839,0.0409033680817578,"none","ENSG00000136888",9550
"740","SLC9A3",75.2648245185903,-0.804664474517561,0.302622361414317,-2.6589722939076,0.00783794082413895,0.0409803468660325,"none","ENSG00000066230",6550
"741","SLC9A3",75.2648245185903,-0.804664474517561,0.302622361414317,-2.6589722939076,0.00783794082413895,0.0409803468660325,"none","ENSG00000281861",6550
"742","GSTO2",211.940511552245,0.510758323570182,0.192353122360614,2.65531600060351,0.00792341460465146,0.0413213893818885,"none","ENSG00000065621",119391
"743","PTGES3",7069.37561338164,-0.35176786496143,0.132496355040139,-2.6549248457051,0.00793260795189112,0.0413501257225359,"none","ENSG00000110958",10728
"744","ADA",852.38608225046,-0.340218665149235,0.128411892774075,-2.64943267947781,0.00806270337047571,0.0418990463742923,"none","ENSG00000196839",100
"745","B3GNT8",27.7763855925896,1.43670178140035,0.545367583419192,2.63437326507916,0.00842927652658833,0.043454807646024,"none","ENSG00000177191",374907
